"id","correlativo","asunto_id2/name","codigo_situr","state","create_date"
"__export__.ept_com_comunicaciones_20733","SINCO/E/2021-0000018168","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","12-04-02-001-0013","Respondido","2021-04-22 16:22:37"
"__export__.ept_com_comunicaciones_20732","SINCO/E/2021-0000018167","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","13-08-03-001-0035","Respondido","2021-04-22 15:38:44"
"__export__.ept_com_comunicaciones_20727","SINCO/E/2021-0000018166","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","20-05-01-001-0095","Respondido","2021-04-22 03:05:42"
"__export__.ept_com_comunicaciones_20726","SINCO/E/2021-0000018165","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-11-01-122-0001","Respondido","2021-04-22 00:21:45"
"__export__.ept_com_comunicaciones_20725","SINCO/E/2021-0000018164","SOLICITUD DE ACTIVACION USUARIO SINCO","12-10-01-001-0001","Respondido","2021-04-22 00:07:50"
"__export__.ept_com_comunicaciones_20723","SINCO/E/2021-0000018163","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","20-05-01-001-0095","Respondido","2021-04-21 17:17:42"
"__export__.ept_com_comunicaciones_20722","SINCO/E/2021-0000018162","PROCESO DE VALORACION DEL PROYECTO","03-12-03-001-0022","Respondido","2021-04-21 17:07:38"
"__export__.ept_com_comunicaciones_20721","SINCO/E/2021-0000018161","PASOS PARA REGISTRAR UN PROYECTO","05-16-05-001-0006","Respondido","2021-04-21 16:13:21"
"__export__.ept_com_comunicaciones_20720","SINCO/E/2021-0000018160","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","14-17-01-001-0007","Respondido","2021-04-21 13:40:44"
"__export__.ept_com_comunicaciones_20719","SINCO/E/2021-0000018159","PASOS PARA REGISTRAR UN PROYECTO","22-11-03-003-0003","Respondido","2021-04-21 12:36:31"
"__export__.ept_com_comunicaciones_20718","SINCO/E/2021-0000018158","PASOS PARA REGISTRAR UN PROYECTO","16-05-01-001-0002","Respondido","2021-04-21 06:34:25"
"__export__.ept_com_comunicaciones_20716","SINCO/E/2021-0000018157","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","09-07-01-001-0034","Respondido","2021-04-20 23:52:37"
"__export__.ept_com_comunicaciones_20713","SINCO/E/2021-0000018156","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","20-05-01-001-0095","Respondido","2021-04-20 23:02:48"
"__export__.ept_com_comunicaciones_20711","SINCO/E/2021-0000018155","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-03-01-028-0000","Respondido","2021-04-20 17:59:42"
"__export__.ept_com_comunicaciones_20710","SINCO/E/2021-0000018154","PARTICIPACIÓN DE OTROS ENTES","12-13-01-003-0000","Respondido","2021-04-20 16:57:54"
"__export__.ept_com_comunicaciones_20709","SINCO/E/2021-0000018153","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-03-01-001-0010","Respondido","2021-04-20 16:19:23"
"__export__.ept_com_comunicaciones_20708","SINCO/E/2021-0000018152","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","06-03-03-001-0024","Respondido","2021-04-20 15:54:10"
"__export__.ept_com_comunicaciones_20707","SINCO/E/2021-0000018151","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-14-01-025-0000","Respondido","2021-04-20 15:43:25"
"__export__.ept_com_comunicaciones_20706","SINCO/E/2021-0000018150","PARTICIPACIÓN DE OTROS ENTES","20-18-01-075-0001","Respondido","2021-04-20 14:40:54"
"__export__.ept_com_comunicaciones_20705","GGUARICO/2021/E/0000002454","Vialidad","12-08-03-001-0002","Enviado","2021-04-20 14:36:48"
"__export__.ept_com_comunicaciones_20704","SINCO/E/2021-0000018149","PARTICIPACIÓN DE OTROS ENTES","19-13-01-001-0023","Respondido","2021-04-20 12:47:04"
"__export__.ept_com_comunicaciones_20703","SINCO/E/2021-0000018148","PARTICIPACIÓN DE OTROS ENTES","19-01-01-001-0035","Respondido","2021-04-20 12:30:45"
"__export__.ept_com_comunicaciones_20702","SINCO/E/2021-0000018147","PARTICIPACIÓN DE OTROS ENTES","19-13-01-003-0000","Respondido","2021-04-20 11:59:32"
"__export__.ept_com_comunicaciones_20701","SINCO/E/2021-0000018146","PARTICIPACIÓN DE OTROS ENTES","19-13-01-001-0007","Respondido","2021-04-20 11:50:45"
"__export__.ept_com_comunicaciones_20700","SINCO/E/2021-0000018145","PASOS PARA REGISTRAR UN PROYECTO","03-18-03-001-0002","Respondido","2021-04-20 02:58:42"
"__export__.ept_com_comunicaciones_20699","SINCO/E/2021-0000018144","PROCESO DE VALORACION DEL PROYECTO","12-08-01-001-0053","Respondido","2021-04-20 01:03:58"
"__export__.ept_com_comunicaciones_20698","SINCO/E/2021-0000018143","PASOS PARA REGISTRAR UN PROYECTO","15-19-0010","Respondido","2021-04-19 23:34:27"
"__export__.ept_com_comunicaciones_20696","SINCO/E/2021-0000018141","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","05-03-04-001-0010","Respondido","2021-04-19 22:56:20"
"__export__.ept_com_comunicaciones_20695","SINCO/E/2021-0000018140","PARTICIPACIÓN DE OTROS ENTES","20-05-01-G47-0001","Respondido","2021-04-19 22:45:19"
"__export__.ept_com_comunicaciones_20694","SINCO/E/2021-0000018139","PROCESO DE VALORACION DEL PROYECTO","08-03-01-001-0015","Respondido","2021-04-19 21:32:56"
"__export__.ept_com_comunicaciones_20692","SINCO/E/2021-0000018137","PROCESO DE VALORACION DEL PROYECTO","12-14-01-064-0000","Respondido","2021-04-19 18:50:11"
"__export__.ept_com_comunicaciones_20691","SINCO/E/2021-0000018136","PASOS PARA REGISTRAR UN PROYECTO","23-10-02-001-0028","Respondido","2021-04-19 16:03:33"
"__export__.ept_com_comunicaciones_20690","SINCO/E/2021-0000018135","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","23-09-01-001-0034","Respondido","2021-04-19 15:03:48"
"__export__.ept_com_comunicaciones_20689","SINCO/E/2021-0000018134","AGRADECIMIENTO","03-14-01-001-0004","Respondido","2021-04-19 14:43:47"
"__export__.ept_com_comunicaciones_20688","SINCO/E/2021-0000018133","PASOS PARA REGISTRAR UN PROYECTO","15-19-01-001-0190","Respondido","2021-04-19 12:53:22"
"__export__.ept_com_comunicaciones_20687","SINCO/E/2021-0000018132","PASOS PARA REGISTRAR UN PROYECTO","15-19-01-001-0190","Respondido","2021-04-19 12:50:32"
"__export__.ept_com_comunicaciones_20686","SINCO/E/2021-0000018131","PROCESO DE VALORACION DEL PROYECTO","03-12-02-001-0040","Respondido","2021-04-19 10:36:34"
"__export__.ept_com_comunicaciones_20685","SINCO/E/2021-0000018130","SOLICITUD DE ACTIVACION USUARIO SINCO","11-20-02-001-0005","Respondido","2021-04-19 05:06:02"
"__export__.ept_com_comunicaciones_20684","SINCO/E/2021-0000018129","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","23-10-02-001-0028","Respondido","2021-04-19 03:27:03"
"__export__.ept_com_comunicaciones_20683","SINCO/E/2021-0000018128","SOLICITUD DE ACTIVACION USUARIO SINCO","05-03-08-001-0004","Respondido","2021-04-19 03:21:36"
"__export__.ept_com_comunicaciones_20681","SINCO/E/2021-0000018127","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","05-03-08-001-0000","Respondido","2021-04-19 01:57:58"
"__export__.ept_com_comunicaciones_20679","SINCO/E/2021-0000018126","PROCESO DE VALORACION DEL PROYECTO","12-09-01-001-0026","Respondido","2021-04-18 15:11:10"
"__export__.ept_com_comunicaciones_20678","SINCO/E/2021-0000018125","PASOS PARA REGISTRAR UN PROYECTO","CC-URB-2016-09-00053","Respondido","2021-04-17 17:33:26"
"__export__.ept_com_comunicaciones_20677","SINCO/E/2021-0000018124","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","21-20-01-001-0000","Respondido","2021-04-17 14:03:11"
"__export__.ept_com_comunicaciones_20676","SINCO/E/2021-0000018123","DIFICULTAD EN LA FIRMA DEL CONVENIO","23-07-01-001-0014","Respondido","2021-04-17 13:53:42"
"__export__.ept_com_comunicaciones_20675","SINCO/E/2021-0000018122","PROBLEMAS POR CUENTAS BANCARIAS DE OBPP BLOQUEADAS Y CAMBIO DE CUENTA","20-05-01-001-0039","Respondido","2021-04-17 13:19:46"
"__export__.ept_com_comunicaciones_20673","SINCO/E/2021-0000018120","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","07-02-01-001-0133","Respondido","2021-04-17 06:12:48"
"__export__.ept_com_comunicaciones_20672","SINCO/E/2021-0000018119","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","CC-RUR-2016-02-00011","Respondido","2021-04-17 05:56:37"
"__export__.ept_com_comunicaciones_20671","SINCO/E/2021-0000018118","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","08-03-02-001-0032","Respondido","2021-04-17 03:52:58"
"__export__.ept_com_comunicaciones_20670","SINCO/E/2021-0000018117","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","08-03-02-001-0032","Respondido","2021-04-17 03:04:49"
"__export__.ept_com_comunicaciones_20668","SINCO/E/2021-0000018116","PROCESO DE VALORACION DEL PROYECTO","05-03-05-001-0015","Respondido","2021-04-16 22:15:24"
"__export__.ept_com_comunicaciones_20667","SINCO/E/2021-0000018115","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","03-18-03-001-0018","Respondido","2021-04-16 22:14:30"
"__export__.ept_com_comunicaciones_20666","SINCO/E/2021-0000018114","PASOS PARA REGISTRAR UN PROYECTO","03-18-03-001-0018","Respondido","2021-04-16 22:08:14"
"__export__.ept_com_comunicaciones_20665","SINCO/E/2021-0000018113","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","20-14-04-001-0058","Respondido","2021-04-16 20:30:18"
"__export__.ept_com_comunicaciones_20664","SINCO/E/2021-0000018112","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","CC-RUR-2016-08-00015","Respondido","2021-04-16 19:54:15"
"__export__.ept_com_comunicaciones_20663","SINCO/E/2021-0000018111","SOLICITUD DE ACTIVACION USUARIO SINCO","CC-URB-2018-11-00005","Respondido","2021-04-16 19:53:45"
"__export__.ept_com_comunicaciones_20662","SINCO/E/2021-0000018110","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","CC-URB-2018-11-00005","Respondido","2021-04-16 19:36:18"
"__export__.ept_com_comunicaciones_20661","SINCO/E/2021-0000018109","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","CC-URB-2018-11-00005","Respondido","2021-04-16 19:00:25"
"__export__.ept_com_comunicaciones_20660","SINCO/E/2021-0000018108","SOLICITUD DE ACTIVACION USUARIO SINCO","12-08-01-001-0028","Respondido","2021-04-16 18:43:14"
"__export__.ept_com_comunicaciones_20659","SINCO/E/2021-0000018107","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","CC-RUR-2016-08-00015","Respondido","2021-04-16 18:00:18"
"__export__.ept_com_comunicaciones_20658","SINCO/E/2021-0000018106","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","03-21-02-001-0001","Respondido","2021-04-16 17:00:21"
"__export__.ept_com_comunicaciones_20657","SINCO/E/2021-0000018105","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-15-01-001-0000","Respondido","2021-04-16 16:15:44"
"__export__.ept_com_comunicaciones_20656","SINCO/E/2021-0000018104","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","07-02-01-001-0133","Respondido","2021-04-16 16:02:05"
"__export__.ept_com_comunicaciones_20655","GGUARICO/2021/E/0000002452","Agua","12-09-01-001-0000","En Proceso","2021-04-16 15:51:10"
"__export__.ept_com_comunicaciones_20654","SINCO/E/2021-0000018103","SOLICITUD DE ACTIVACION USUARIO SINCO","12-08-01-001-0179","Respondido","2021-04-16 15:46:53"
"__export__.ept_com_comunicaciones_20653","GGUARICO/2021/E/0000002451","Electricidad","12-09-01-001-0048","Respondido","2021-04-16 14:35:17"
"__export__.ept_com_comunicaciones_20652","SINCO/E/2021-0000018102","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","03-02-01-001-0026","Respondido","2021-04-16 03:59:55"
"__export__.ept_com_comunicaciones_20651","SINCO/E/2021-0000018101","PASOS PARA REGISTRAR UN PROYECTO","14-01-07-T69-0012","Respondido","2021-04-15 21:33:22"
"__export__.ept_com_comunicaciones_20650","SINCO/E/2021-0000018100","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","12-06-03-001-0001","Respondido","2021-04-15 20:45:56"
"__export__.ept_com_comunicaciones_20649","SINCO/E/2021-0000018099","ASIGNACIÓN DE MONTOS DE PROYECTOS OBPP 2017 ","12-15-01-Z69-0000","Respondido","2021-04-15 20:28:00"
"__export__.ept_com_comunicaciones_20648","SINCO/E/2021-0000018098","ASIGNACIÓN DE MONTOS DE PROYECTOS OBPP 2017 ","12-15-01-001-0000","Respondido","2021-04-15 19:18:48"
"__export__.ept_com_comunicaciones_20647","SINCO/E/2021-0000018097","PROCESO DE VALORACION DEL PROYECTO","13-06-01-001-0016","Respondido","2021-04-15 19:13:58"
"__export__.ept_com_comunicaciones_20646","SINCO/E/2021-0000018096","PROCESO DE VALORACION DEL PROYECTO","21-20-02-A98-0000","Respondido","2021-04-15 19:10:15"
"__export__.ept_com_comunicaciones_20645","SINCO/E/2021-0000018095","ASIGNACIÓN DE MONTOS DE PROYECTOS OBPP 2017 ","12-15-01-001-0072","Respondido","2021-04-15 18:53:30"
"__export__.ept_com_comunicaciones_20643","SINCO/E/2021-0000018093","PASOS PARA REGISTRAR UN PROYECTO","CC-URB-2020-11-00015","Respondido","2021-04-15 17:00:16"
"__export__.ept_com_comunicaciones_20642","SINCO/E/2021-0000018092","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","12-15-01-001-0032","Respondido","2021-04-15 16:36:23"
"__export__.ept_com_comunicaciones_20641","SINCO/E/2021-0000018091","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","12-15-01-001-0032","Respondido","2021-04-15 15:53:04"
"__export__.ept_com_comunicaciones_20640","SINCO/E/2021-0000018090","PROBLEMAS POR CUENTAS BANCARIAS DE OBPP BLOQUEADAS Y CAMBIO DE CUENTA","06-03-01-001-0057","Respondido","2021-04-15 14:49:32"
"__export__.ept_com_comunicaciones_20639","SINCO/E/2021-0000018089","PASOS PARA REGISTRAR UN PROYECTO","03-04-01-001-0019","Respondido","2021-04-15 13:55:13"
"__export__.ept_com_comunicaciones_20638","SINCO/E/2021-0000018088","SOLICITUD DE ACTIVACION USUARIO SINCO","06-03-01-001-0057","Respondido","2021-04-15 12:36:20"
"__export__.ept_com_comunicaciones_20637","SINCO/E/2021-0000018087","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","CC-RUR-2016-08-00015","Respondido","2021-04-15 12:06:58"
"__export__.ept_com_comunicaciones_20636","SINCO/E/2021-0000018086","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","09-08-01-001-0096","Respondido","2021-04-15 02:24:24"
"__export__.ept_com_comunicaciones_20634","SINCO/E/2021-0000018085","PARTICIPACIÓN DE OTROS ENTES","C-URB-2018-10-0007","Respondido","2021-04-14 23:45:13"
"__export__.ept_com_comunicaciones_20633","SINCO/E/2021-0000018084","PROBLEMAS POR CUENTAS BANCARIAS DE OBPP BLOQUEADAS Y CAMBIO DE CUENTA","03-01-01-001-0092","Respondido","2021-04-14 22:31:27"
"__export__.ept_com_comunicaciones_20628","SINCO/E/2021-0000018083","PARTICIPACIÓN DE OTROS ENTES","20-12-01-121-0000","Respondido","2021-04-14 21:29:15"
"__export__.ept_com_comunicaciones_20626","SINCO/E/2021-0000018082","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-01-01-001-0005","Respondido","2021-04-14 16:31:24"
"__export__.ept_com_comunicaciones_20624","SINCO/E/2021-0000018081","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","14-06-0002","Respondido","2021-04-14 16:15:32"
"__export__.ept_com_comunicaciones_20623","SINCO/E/2021-0000018080","SOLICITUD DE ACTIVACION USUARIO SINCO","14-06-05-001-0007","Respondido","2021-04-14 15:47:50"
"__export__.ept_com_comunicaciones_20622","SINCO/E/2021-0000018079","PASOS PARA REGISTRAR UN PROYECTO","CC-URB-2014-10-00048","Respondido","2021-04-14 15:46:49"
"__export__.ept_com_comunicaciones_20621","SINCO/E/2021-0000018078","PROCESO DE VALORACION DEL PROYECTO","14-06-05-001-0007","Respondido","2021-04-14 15:44:44"
"__export__.ept_com_comunicaciones_20620","SINCO/E/2021-0000018077","PERIODO DE REGISTRO DE PROYECTOS","14-01-07-T69-0012","Respondido","2021-04-14 15:14:53"
"__export__.ept_com_comunicaciones_20619","SINCO/E/2021-0000018076","PASOS PARA REGISTRAR UN PROYECTO","14-01-07-T69-0012","Respondido","2021-04-14 15:11:20"
"__export__.ept_com_comunicaciones_20618","SINCO/E/2021-0000018075","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","15-19-04-N07-0008","Respondido","2021-04-14 15:06:38"
"__export__.ept_com_comunicaciones_20616","SINCO/E/2021-0000018073","PROCESO DE VALORACION DEL PROYECTO","12-02-01-005-0000","Respondido","2021-04-14 14:33:25"
"__export__.ept_com_comunicaciones_20614","SINCO/E/2021-0000018071","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","14-21-04-001-0017","Respondido","2021-04-14 04:28:29"
"__export__.ept_com_comunicaciones_20613","SINCO/E/2021-0000018070","SOLICITUD DE ACTIVACION USUARIO SINCO","CC-RUR-2016-02-00011","Respondido","2021-04-14 02:58:23"
"__export__.ept_com_comunicaciones_20611","SINCO/E/2021-0000018068","SOLICITUD DE ACTIVACION USUARIO SINCO","14-14-01-001-0014","Respondido","2021-04-13 22:55:23"
"__export__.ept_com_comunicaciones_20610","SINCO/E/2021-0000018067","PROCESO DE VALORACION DEL PROYECTO","14-01-01-001-0012","Respondido","2021-04-13 22:48:59"
"__export__.ept_com_comunicaciones_20608","SINCO/E/2021-0000018066","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","03-02-01-001-0026","Respondido","2021-04-13 22:24:58"
"__export__.ept_com_comunicaciones_20606","SINCO/E/2021-0000018065","PARTICIPACIÓN DE OTROS ENTES","20-05-01-001-0036","Respondido","2021-04-13 20:33:10"
"__export__.ept_com_comunicaciones_20605","SINCO/E/2021-0000018064","PARTICIPACIÓN DE OTROS ENTES","20-05-01-001-0039","Respondido","2021-04-13 19:50:51"
"__export__.ept_com_comunicaciones_20604","SINCO/E/2021-0000018063","PARTICIPACIÓN DE OTROS ENTES","12-05-01-001-0068","Respondido","2021-04-13 18:45:30"
"__export__.ept_com_comunicaciones_20603","SINCO/E/2021-0000018062","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","20-18-01-001-0020","Respondido","2021-04-13 18:45:15"
"__export__.ept_com_comunicaciones_20602","SINCO/E/2021-0000018061","PARTICIPACIÓN DE OTROS ENTES","20-05-01-G47-0001","Respondido","2021-04-13 17:47:55"
"__export__.ept_com_comunicaciones_20600","SINCO/E/2021-0000018059","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","09-08-01-K00-0001","Respondido","2021-04-13 16:33:03"
"__export__.ept_com_comunicaciones_20599","SINCO/E/2021-0000018058","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","15-19-03-J09-0020","Respondido","2021-04-13 16:26:18"
"__export__.ept_com_comunicaciones_20598","SINCO/E/2021-0000018057","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","04-07-02-001-0026","Respondido","2021-04-13 15:16:25"
"__export__.ept_com_comunicaciones_20597","SINCO/E/2021-0000018056","PROCESO DE VALORACION DEL PROYECTO","14-16-01-001-0002","Respondido","2021-04-13 14:05:41"
"__export__.ept_com_comunicaciones_20596","SINCO/E/2021-0000018055","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","12-02-01-097-0000","Respondido","2021-04-13 13:52:22"
"__export__.ept_com_comunicaciones_20595","SINCO/E/2021-0000018054","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","12-02-01-097-0000","Respondido","2021-04-13 12:59:03"
"__export__.ept_com_comunicaciones_20594","SINCO/E/2021-0000018053","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-01-01-001-0005","Respondido","2021-04-13 12:23:58"
"__export__.ept_com_comunicaciones_20593","SINCO/E/2021-0000018052","PROCESO DE VALORACION DEL PROYECTO","CC-URB-2015-04-00063","Respondido","2021-04-13 03:37:05"
"__export__.ept_com_comunicaciones_20592","SINCO/E/2021-0000018051","PASOS PARA REGISTRAR UN PROYECTO","14-17-03-001-0003","Respondido","2021-04-13 01:34:28"
"__export__.ept_com_comunicaciones_20590","SINCO/E/2021-0000018049","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","20-14-04-001-0058","Respondido","2021-04-12 23:06:33"
"__export__.ept_com_comunicaciones_20589","SINCO/E/2021-0000018048","PROBLEMAS POR CUENTAS BANCARIAS DE OBPP BLOQUEADAS Y CAMBIO DE CUENTA","06-03-01-001-0057","Respondido","2021-04-12 21:57:39"
"__export__.ept_com_comunicaciones_20588","SINCO/E/2021-0000018047","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-11-01-125-0000","Respondido","2021-04-12 21:21:45"
"__export__.ept_com_comunicaciones_20587","SINCO/E/2021-0000018046","ERROR DE USUARIO EN LA EDICIÓN DE UN CAMPO","15-14-01-001-0046","Respondido","2021-04-12 20:53:03"
"__export__.ept_com_comunicaciones_20585","SINCO/E/2021-0000018044","SOLICITUD DE ACTIVACION USUARIO SINCO","06-03-01-001-0057","Respondido","2021-04-12 20:12:08"
"__export__.ept_com_comunicaciones_20584","SINCO/E/2021-0000018043","DESCONOCIMIENTO DEL PROCESO DE ELABORACIÓN DE UNA COMUNICACIÓN-VOCERIA","06-03-01-001-0057","Respondido","2021-04-12 20:09:25"
"__export__.ept_com_comunicaciones_20583","SINCO/E/2021-0000018042","PASOS PARA REGISTRAR UN PROYECTO","12-03-01-001-0001","Respondido","2021-04-12 20:05:54"
"__export__.ept_com_comunicaciones_20582","SINCO/E/2021-0000018041","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-11-01-E81-0000","Respondido","2021-04-12 19:48:20"
"__export__.ept_com_comunicaciones_20581","SINCO/E/2021-0000018040","SOLICITUD DE ACTIVACION USUARIO SINCO","15-14-01-001-0046","Respondido","2021-04-12 18:31:32"
"__export__.ept_com_comunicaciones_20580","SINCO/E/2021-0000018039","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-08-01-001-0015","Respondido","2021-04-12 18:24:21"
"__export__.ept_com_comunicaciones_20579","SINCO/E/2021-0000018038","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","09-07-01-001-0005","Respondido","2021-04-12 18:05:36"
"__export__.ept_com_comunicaciones_20578","SINCO/E/2021-0000018037","AGRADECIMIENTO","03-08-02-001-0036","Respondido","2021-04-12 17:37:12"
"__export__.ept_com_comunicaciones_20577","SINCO/E/2021-0000018036","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","02-03-04-001-0026","Respondido","2021-04-12 17:28:47"
"__export__.ept_com_comunicaciones_20576","SINCO/E/2021-0000018035","PASOS PARA REGISTRAR UN PROYECTO","03-06-01-001-0003","Respondido","2021-04-12 16:44:54"
"__export__.ept_com_comunicaciones_20575","SINCO/E/2021-0000018034","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","13-03-02-001-0056","Respondido","2021-04-12 15:31:50"
"__export__.ept_com_comunicaciones_20574","SINCO/E/2021-0000018033","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","07-02-01-001-0065","Respondido","2021-04-12 00:57:55"
"__export__.ept_com_comunicaciones_20573","SINCO/E/2021-0000018032","ASIGNACIÓN DE MONTOS DE PROYECTOS OBPP 2017 ","20-05-01-001-0038","Respondido","2021-04-12 00:17:26"
"__export__.ept_com_comunicaciones_20572","SINCO/E/2021-0000018031","PROCEDIMIENTO PARA EL CAMBIO DE CONTRASEÑA","13-03-02-001-0056","Respondido","2021-04-11 18:23:19"
"__export__.ept_com_comunicaciones_20571","SINCO/E/2021-0000018030","SOLICITUDES DE ASESORIAS, ACOMPAÑAMIENTO  TALLERES, CURSOS, ETC. ","20-05-01-001-0023","Respondido","2021-04-11 14:27:42"
"__export__.ept_com_comunicaciones_20570","SINCO/E/2021-0000018029","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","03-01-01-001-0072","Respondido","2021-04-11 01:06:11"
"__export__.ept_com_comunicaciones_20569","SINCO/E/2021-0000018028","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","12-12-01-001-0060","Respondido","2021-04-10 21:16:59"
"__export__.ept_com_comunicaciones_20568","SINCO/E/2021-0000018027","ERROR DE USUARIO EN LA EDICIÓN DE UN CAMPO","03-01-01-001-0007","Respondido","2021-04-10 19:44:13"
"__export__.ept_com_comunicaciones_20567","SINCO/E/2021-0000018026","PROCESO DE VALORACION DEL PROYECTO","05-11-02-M21-0009","Respondido","2021-04-10 13:33:57"
"__export__.ept_com_comunicaciones_20566","SINCO/E/2021-0000018025","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-01-01-001-0005","Respondido","2021-04-10 13:03:28"
"__export__.ept_com_comunicaciones_20565","SINCO/E/2021-0000018024","PASOS PARA REGISTRAR UN PROYECTO","11-19-01-001-0009","Respondido","2021-04-10 12:56:38"
"__export__.ept_com_comunicaciones_20564","SINCO/E/2021-0000018023","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","23-10-02-001-0028","Respondido","2021-04-10 12:06:45"
"__export__.ept_com_comunicaciones_20563","SINCO/E/2021-0000018022","SOLICITUD DE ACTIVACION USUARIO SINCO","12-08-01-001-0060","Respondido","2021-04-10 00:39:46"
"__export__.ept_com_comunicaciones_20562","SINCO/E/2021-0000018021","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-08-01-001-0015","Respondido","2021-04-09 23:29:44"
"__export__.ept_com_comunicaciones_20561","SINCO/E/2021-0000018020","PROCESO DE VALORACION DEL PROYECTO","05-03-08-001-0011","Respondido","2021-04-09 22:22:32"
"__export__.ept_com_comunicaciones_20560","SINCO/E/2021-0000018019","PROCESO DE VALORACION DEL PROYECTO","05-03-08-001-0016","Respondido","2021-04-09 22:09:06"
"__export__.ept_com_comunicaciones_20559","SINCO/E/2021-0000018018","PROCESO DE VALORACION DEL PROYECTO","05-03-08-001-0004","Respondido","2021-04-09 21:38:37"
"__export__.ept_com_comunicaciones_20558","SINCO/E/2021-0000018017","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","20-03-01-001-0006","Respondido","2021-04-09 20:47:11"
"__export__.ept_com_comunicaciones_20557","SINCO/E/2021-0000018016","PARTICIPACIÓN DE OTROS ENTES","14-02-01-001-0014","Respondido","2021-04-09 18:59:22"
